Model,R2_CV_Mean,R2_CV_Std,MAE_CV_Mean,MAE_CV_Std,RMSE_CV_Mean,RMSE_CV_Std,MAPE_CV_Mean,MAPE_CV_Std,MedAE_CV_Mean,MedAE_CV_Std,R2_Train,MAE_Train,MSE_Train,RMSE_Train,MAPE_Train,MedAE_Train,R2_Test,MAE_Test,MSE_Test,RMSE_Test,MAPE_Test,MedAE_Test
Random Forest,0.9654705834340591,0.027514332393153127,4.76862059876311,3.3014420352714167,6.870786396194221,2.9209769219222883,6.625537538578375,4.173157079021623,4.288393856747047,3.9305506980277047,0.9979450380137238,1.2087481864787981,3.1536984405745705,1.775865546874135,1.6945765001150397,0.7745193984336396,0.9816307899740985,4.871832499540349,33.66625278039053,5.802262729348829,7.847631387810049,4.532619743947677
XGBoost,0.9680992237807032,0.023151233890524488,4.768410364979845,3.0031324936539723,6.702832373482596,2.6148280905511325,6.647440307859301,3.818122143975596,4.313027597045896,3.6623856731758297,0.9990669252545342,0.8714762308073892,1.4319663280230361,1.1966479549236844,1.264480477966247,0.6381391754150343,0.9822608862212774,4.743653765729735,32.51144103271133,5.701880482148967,7.59666083865376,4.386735290527341
