Model,R2_CV_Mean,R2_CV_Std,MAE_CV_Mean,MAE_CV_Std,RMSE_CV_Mean,RMSE_CV_Std,MAPE_CV_Mean,MAPE_CV_Std,MedAE_CV_Mean,MedAE_CV_Std,R2_Train,MAE_Train,MSE_Train,RMSE_Train,MAPE_Train,MedAE_Train,R2_Test,MAE_Test,MSE_Test,RMSE_Test,MAPE_Test,MedAE_Test
Random Forest,0.9366133880036015,0.05576186318096802,7.127958298129721,4.683597259368049,9.528426284625132,4.192137562639793,8.801177795206538,4.8953887961711295,6.029213409194606,5.152239374415037,0.9970904017500896,1.4963099307816385,4.687137976255077,2.1649799020441454,1.9408437067098134,1.039461719105347,0.977063543733066,4.831018380214135,40.31088473815652,6.3490853465799715,6.1545351572315825,3.9992487845604785
XGBoost,0.9503511459741147,0.03315329512948276,6.226246605749234,3.2981690421919145,8.681470778260637,3.063619786559719,7.741948065362031,3.0949360842219815,5.2112378732910125,3.833693385870302,0.9988281942868859,1.0173009883948247,1.887688466577426,1.373931754701603,1.35689103097451,0.7537928771972631,0.9787145622147234,4.753324656586823,37.40921523262779,6.1163073199952755,5.803671971885445,3.940065673217781
